transaction_name,amount,category,category_encoded
T0K0P3D14*M3M0 - <ID>,964590.0,Belanja,0
TIKET BIOSKOP XXI - <ID>,182500.0,Hiburan,1
BELANJA FASHION*MEMO - <ID>,891330.0,Belanja,0
TIKET BUS DAMRI - <ID>,26640.0,Transport,4
CINEMA XXI MOVIE TICKET - <ID>,241900.0,Hiburan,1
AMUSEMENT PARK ENTRANCE - <ID>,228500.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,360500.0,Tagihan,3
GRAB RIDE OVO - <ID>,92250.0,Transport,4
ISI BENSIN PERTAMINA - <ID>,86100.0,Transport,4
MAKAN DI RESTORAN - <ID>,39000.0,Makanan & Minuman,2
IKEA*MEMO - <ID>,265000.0,Belanja,0
BELANJA ELEKTRONIK*MEMO - <ID>,757020.0,Belanja,0
IKEA*MEMO - <ID>,912420.0,Belanja,0
TRF-V MAKAN DI RESTORAN - <ID>,28750.0,Makanan & Minuman,2
DISNEY HOTSTAR*MEMO - <ID>,283050.0,Hiburan,1
ASURANSI*AUTO-DEBET - <ID>,344100.0,Tagihan,3
BELANJA ELEKTRONIK*MEMO - <ID>,515500.0,Belanja,0
T1K3T BUS D4MR1 - <ID>,92900.0,Transport,4
TIKET BIOSKOP XXI - <ID>,188000.0,Hiburan,1
GR0C3RY 1ND0M4R3T - <ID>,147630.0,Makanan & Minuman,2
GRAB RIDE OVO - <ID>,14900.0,Transport,4
GOPAY GO-RIDE - <ID>,67710.0,Transport,4
DRV ISI PULSA/DATA*MEMO - <ID>,243000.0,Tagihan,3
SPOTIFY*PREMIUM - <ID>,205350.0,Hiburan,1
MIE GACOAN REST - <ID>,154290.0,Makanan & Minuman,2
BELANJA FASHION*MEMO - <ID>,851100.0,Belanja,0
MCDONALDS MEAL PAYMENT - <ID>,100500.0,Makanan & Minuman,2
KOPI KENANGAN CAFE - <ID>,116000.0,Makanan & Minuman,2
T1K3T B10SK0P XX1 - <ID>,265500.0,Hiburan,1
GOPAY GO-RIDE - <ID>,17250.0,Transport,4
CINEMA XXI MOVIE TICKET - <ID>,39500.0,Hiburan,1
GRABFOOD MEMO - <ID>,62250.0,Makanan & Minuman,2
1S1 PULS4/D4T4*M3M0 - <ID>,747030.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,457500.0,Tagihan,3
SPOTIFY*PREMIUM - <ID>,245250.0,Hiburan,1
1K34*M3M0 - <ID>,770000.0,Belanja,0
SHOPEEPAY*PROMO - <ID>,981000.0,Belanja,0
ASURANSI*AUTO-DEBET - <ID>,277000.0,Tagihan,3
T1K3T K3R3T4 K41 - <ID>,31000.0,Transport,4
IKEA*MEMO - <ID>,970000.0,Belanja,0
1K34*M3M0 - <ID>,673100.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,806970.0,Tagihan,3
TIKET BUS DAMRI - <ID>,44500.0,Transport,4
DRV TIKET BIOSKOP XXI - <ID>,148000.0,Hiburan,1
DBT MIE GACOAN REST - <ID>,103500.0,Makanan & Minuman,2
GOPAY GO-RIDE - <ID>,111000.0,Transport,4
ASURANSI*AUTO-DEBET - <ID>,808000.0,Tagihan,3
KOPI KENANGAN CAFE - <ID>,80900.0,Makanan & Minuman,2
SHOPEEPAY*PROMO - <ID>,436000.0,Belanja,0
SH0P33P4Y*PR0M0 - <ID>,85000.0,Belanja,0
BOOKING HOTEL TRAVELOKA - <ID>,31000.0,Transport,4
PEMBAYARAN PLN*REK - <ID>,150960.0,Tagihan,3
B3L4NJ4 F4SH10N*M3M0 - <ID>,94000.0,Belanja,0
MAKAN DI RESTORAN - <ID>,90000.0,Makanan & Minuman,2
BOOKING HOTEL TRAVELOKA - <ID>,45500.0,Transport,4
GOPAY GO-RIDE - <ID>,26000.0,Transport,4
B3L4NJ4 3L3KTR0N1K*M3M0 - <ID>,1068930.0,Belanja,0
MIE GACOAN REST - <ID>,33000.0,Makanan & Minuman,2
TRF-V SHOPEEPAY*PROMO - <ID>,801000.0,Belanja,0
BELANJA ELEKTRONIK*MEMO - <ID>,85470.0,Belanja,0
GROCERY INDOMARET - <ID>,109100.0,Makanan & Minuman,2
B3L4NJ4 F4SH10N*M3M0 - <ID>,439560.0,Belanja,0
CINEMA XXI MOVIE TICKET - <ID>,299000.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,290500.0,Tagihan,3
SPOTIFY*PREMIUM - <ID>,29970.0,Hiburan,1
AMUSEMENT PARK ENTRANCE - <ID>,258000.0,Hiburan,1
1S1 B3NS1N P3RT4M1N4 - <ID>,74370.0,Transport,4
GROCERY INDOMARET - <ID>,96500.0,Makanan & Minuman,2
TOKOPEDIA*MEMO - <ID>,483000.0,Belanja,0
T1K3T K3R3T4 K41 - <ID>,78000.0,Transport,4
MCDONALDS MEAL PAYMENT - <ID>,147000.0,Makanan & Minuman,2
M-BCA KOPI KENANGAN CAFE - <ID>,35520.0,Makanan & Minuman,2
DBT IKEA*MEMO - <ID>,417000.0,Belanja,0
MCDONALDS MEAL PAYMENT - <ID>,48750.0,Makanan & Minuman,2
TRF-V GOPAY GO-RIDE - <ID>,13320.0,Transport,4
GOPAY GO-RIDE - <ID>,59940.0,Transport,4
SHOPEEPAY*PROMO - <ID>,597180.0,Belanja,0
B3L4NJ4 F4SH10N*M3M0 - <ID>,471750.0,Belanja,0
DRV GROCERY INDOMARET - <ID>,68000.0,Makanan & Minuman,2
BOOKING HOTEL TRAVELOKA - <ID>,35000.0,Transport,4
INTERNET WIFI BROADBAND - <ID>,571500.0,Tagihan,3
CINEMA XXI MOVIE TICKET - <ID>,305250.0,Hiburan,1
N3TFL1X*SUBSCR1PT10N - <ID>,42180.0,Hiburan,1
ASURANSI*AUTO-DEBET - <ID>,626100.0,Tagihan,3
GOPAY GO-RIDE - <ID>,67000.0,Transport,4
ISI BENSIN PERTAMINA - <ID>,19500.0,Transport,4
TOKOPEDIA*MEMO - <ID>,381750.0,Belanja,0
IKEA*MEMO - <ID>,714750.0,Belanja,0
ISI BENSIN PERTAMINA - <ID>,64750.0,Transport,4
DRV IKEA*MEMO - <ID>,731750.0,Belanja,0
GRABFOOD MEMO - <ID>,136000.0,Makanan & Minuman,2
TIKET PESAWAT - <ID>,1245420.0,Transport,4
MAKAN DI RESTORAN - <ID>,56000.0,Makanan & Minuman,2
CINEMA XXI MOVIE TICKET - <ID>,235320.0,Hiburan,1
BELANJA ELEKTRONIK*MEMO - <ID>,421250.0,Belanja,0
BOOKING HOTEL TRAVELOKA - <ID>,54000.0,Transport,4
G0P4Y G0-R1D3 - <ID>,15000.0,Transport,4
GR4B R1D3 0V0 - <ID>,20000.0,Transport,4
SP0T1FY*PR3M1UM - <ID>,63270.0,Hiburan,1
GROCERY INDOMARET - <ID>,40500.0,Makanan & Minuman,2
KOPI KENANGAN CAFE - <ID>,42180.0,Makanan & Minuman,2
TIKET BIOSKOP XXI - <ID>,242000.0,Hiburan,1
PEMBAYARAN PLN*REK - <ID>,122100.0,Tagihan,3
SH0P33P4Y*PR0M0 - <ID>,536000.0,Belanja,0
IKEA*MEMO - <ID>,157000.0,Belanja,0
MCDONALDS MEAL PAYMENT - <ID>,57500.0,Makanan & Minuman,2
SHOPEEPAY*PROMO - <ID>,527500.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,586000.0,Tagihan,3
TIKET KERETA KAI - <ID>,28860.0,Transport,4
DRV TIKET KERETA KAI - <ID>,63000.0,Transport,4
NETFLIX*SUBSCRIPTION - <ID>,227500.0,Hiburan,1
DRV SHOPEEPAY*PROMO - <ID>,421000.0,Belanja,0
B3L4NJ4 3L3KTR0N1K*M3M0 - <ID>,917750.0,Belanja,0
ISI PULSA/DATA*MEMO - <ID>,302100.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,365000.0,Tagihan,3
KOPI KENANGAN CAFE - <ID>,127750.0,Makanan & Minuman,2
BELANJA ELEKTRONIK*MEMO - <ID>,770340.0,Belanja,0
DRV MAKAN DI RESTORAN - <ID>,148500.0,Makanan & Minuman,2
PEMBAYARAN PLN*REK - <ID>,199500.0,Tagihan,3
ASURANSI*AUTO-DEBET - <ID>,237250.0,Tagihan,3
GRABFOOD MEMO - <ID>,78810.0,Makanan & Minuman,2
BELANJA FASHION*MEMO - <ID>,701520.0,Belanja,0
1K34*M3M0 - <ID>,472000.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,576250.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,338000.0,Tagihan,3
NETFLIX*SUBSCRIPTION - <ID>,168750.0,Hiburan,1
DRV PEMBAYARAN PLN*REK - <ID>,673250.0,Tagihan,3
ISI BENSIN PERTAMINA - <ID>,106560.0,Transport,4
GOPAY GO-RIDE - <ID>,83250.0,Transport,4
GR0C3RY 1ND0M4R3T - <ID>,59250.0,Makanan & Minuman,2
MCDONALDS MEAL PAYMENT - <ID>,146520.0,Makanan & Minuman,2
AMUSEMENT PARK ENTRANCE - <ID>,139250.0,Hiburan,1
GOPAY GO-RIDE - <ID>,82900.0,Transport,4
KOPI KENANGAN CAFE - <ID>,51060.0,Makanan & Minuman,2
GRABFOOD MEMO - <ID>,127250.0,Makanan & Minuman,2
D1SN3Y H0TST4R*M3M0 - <ID>,288500.0,Hiburan,1
TRF-V GRABFOOD MEMO - <ID>,46620.0,Makanan & Minuman,2
M13 G4C04N R3ST - <ID>,106000.0,Makanan & Minuman,2
ISI BENSIN PERTAMINA - <ID>,86750.0,Transport,4
KOPI KENANGAN CAFE - <ID>,38250.0,Makanan & Minuman,2
M-BCA PEMBAYARAN PLN*REK - <ID>,525030.0,Tagihan,3
BELANJA FASHION*MEMO - <ID>,837750.0,Belanja,0
TRF-V TIKET BIOSKOP XXI - <ID>,320790.0,Hiburan,1
DRV GRAB RIDE OVO - <ID>,16000.0,Transport,4
T1K3T K3R3T4 K41 - <ID>,71040.0,Transport,4
TOKOPEDIA*MEMO - <ID>,926850.0,Belanja,0
AMUSEMENT PARK ENTRANCE - <ID>,146520.0,Hiburan,1
N3TFL1X*SUBSCR1PT10N - <ID>,117500.0,Hiburan,1
BELANJA ELEKTRONIK*MEMO - <ID>,1104450.0,Belanja,0
BOOKING HOTEL TRAVELOKA - <ID>,12900.0,Transport,4
GO-FOOD TRANSAKSI - <ID>,114250.0,Makanan & Minuman,2
INTERNET WIFI BROADBAND - <ID>,572750.0,Tagihan,3
GROCERY INDOMARET - <ID>,65250.0,Makanan & Minuman,2
GO-FOOD TRANSAKSI - <ID>,116000.0,Makanan & Minuman,2
BELANJA ELEKTRONIK*MEMO - <ID>,831000.0,Belanja,0
SPOTIFY*PREMIUM - <ID>,104500.0,Hiburan,1
TOKOPEDIA*MEMO - <ID>,755250.0,Belanja,0
TRF-V TOKOPEDIA*MEMO - <ID>,692000.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,556100.0,Tagihan,3
MAKAN DI RESTORAN - <ID>,27000.0,Makanan & Minuman,2
IKEA*MEMO - <ID>,502000.0,Belanja,0
GRABFOOD MEMO - <ID>,46000.0,Makanan & Minuman,2
PEMBAYARAN PAM*PDAM - <ID>,419250.0,Tagihan,3
BELANJA ELEKTRONIK*MEMO - <ID>,846750.0,Belanja,0
BELANJA FASHION*MEMO - <ID>,487290.0,Belanja,0
TIKET KERETA KAI - <ID>,19980.0,Transport,4
BELANJA ELEKTRONIK*MEMO - <ID>,513000.0,Belanja,0
ASURANSI*AUTO-DEBET - <ID>,527000.0,Tagihan,3
CINEMA XXI MOVIE TICKET - <ID>,279900.0,Hiburan,1
TIKET BIOSKOP XXI - <ID>,265290.0,Hiburan,1
TIKET PESAWAT - <ID>,3025750.0,Transport,4
SPOTIFY*PREMIUM - <ID>,271950.0,Hiburan,1
DRV IKEA*MEMO - <ID>,792500.0,Belanja,0
AMUSEMENT PARK ENTRANCE - <ID>,133500.0,Hiburan,1
GO-FOOD TRANSAKSI - <ID>,117900.0,Makanan & Minuman,2
MIE GACOAN REST - <ID>,153000.0,Makanan & Minuman,2
GOPAY GO-RIDE - <ID>,82000.0,Transport,4
G0-F00D TR4NS4KS1 - <ID>,156510.0,Makanan & Minuman,2
TOKOPEDIA*MEMO - <ID>,670100.0,Belanja,0
CINEMA XXI MOVIE TICKET - <ID>,71040.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,775500.0,Tagihan,3
PEMBAYARAN PAM*PDAM - <ID>,96500.0,Tagihan,3
TRF-V PEMBAYARAN PLN*REK - <ID>,719100.0,Tagihan,3
MAKAN DI RESTORAN - <ID>,71500.0,Makanan & Minuman,2
CINEMA XXI MOVIE TICKET - <ID>,173000.0,Hiburan,1
T1K3T P3S4W4T - <ID>,38500.0,Transport,4
ASURANSI*AUTO-DEBET - <ID>,178500.0,Tagihan,3
BOOKING HOTEL TRAVELOKA - <ID>,96250.0,Transport,4
TIKET BUS DAMRI - <ID>,45510.0,Transport,4
PEMBAYARAN PAM*PDAM - <ID>,858030.0,Tagihan,3
P3MB4Y4R4N PLN*R3K - <ID>,586100.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,600510.0,Tagihan,3
TIKET KERETA KAI - <ID>,75480.0,Transport,4
DRV ISI PULSA/DATA*MEMO - <ID>,544250.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,600510.0,Tagihan,3
M-BCA MAKAN DI RESTORAN - <ID>,148740.0,Makanan & Minuman,2
SPOTIFY*PREMIUM - <ID>,30750.0,Hiburan,1
M-BCA NETFLIX*SUBSCRIPTION - <ID>,133000.0,Hiburan,1
ISI BENSIN PERTAMINA - <ID>,98790.0,Transport,4
BELANJA ELEKTRONIK*MEMO - <ID>,218670.0,Belanja,0
ISI PULSA/DATA*MEMO - <ID>,320750.0,Tagihan,3
IKEA*MEMO - <ID>,648750.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,854700.0,Tagihan,3
ISI PULSA/DATA*MEMO - <ID>,694500.0,Tagihan,3
DRV TIKET KERETA KAI - <ID>,34000.0,Transport,4
GO-FOOD TRANSAKSI - <ID>,91000.0,Makanan & Minuman,2
TIKET BUS DAMRI - <ID>,35500.0,Transport,4
TOKOPEDIA*MEMO - <ID>,757020.0,Belanja,0
CINEMA XXI MOVIE TICKET - <ID>,125430.0,Hiburan,1
ISI PULSA/DATA*MEMO - <ID>,76100.0,Tagihan,3
TIKET PESAWAT - <ID>,2407000.0,Transport,4
SHOPEEPAY*PROMO - <ID>,944610.0,Belanja,0
M-BCA KOPI KENANGAN CAFE - <ID>,34410.0,Makanan & Minuman,2
CINEMA XXI MOVIE TICKET - <ID>,223110.0,Hiburan,1
MAKAN DI RESTORAN - <ID>,141000.0,Makanan & Minuman,2
MCDONALDS MEAL PAYMENT - <ID>,25900.0,Makanan & Minuman,2
M-BCA ISI BENSIN PERTAMINA - <ID>,18250.0,Transport,4
TIKET BUS DAMRI - <ID>,69930.0,Transport,4
MAKAN DI RESTORAN - <ID>,59500.0,Makanan & Minuman,2
DBT KOPI KENANGAN CAFE - <ID>,28860.0,Makanan & Minuman,2
DISNEY HOTSTAR*MEMO - <ID>,72750.0,Hiburan,1
1S1 B3NS1N P3RT4M1N4 - <ID>,27000.0,Transport,4
MCDONALDS MEAL PAYMENT - <ID>,108750.0,Makanan & Minuman,2
NETFLIX*SUBSCRIPTION - <ID>,200250.0,Hiburan,1
AMUSEMENT PARK ENTRANCE - <ID>,102000.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,785250.0,Tagihan,3
IKEA*MEMO - <ID>,783500.0,Belanja,0
M-BCA GO-FOOD TRANSAKSI - <ID>,147750.0,Makanan & Minuman,2
MAKAN DI RESTORAN - <ID>,132900.0,Makanan & Minuman,2
TIKET BUS DAMRI - <ID>,60500.0,Transport,4
BELANJA FASHION*MEMO - <ID>,361100.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,463980.0,Tagihan,3
GROCERY INDOMARET - <ID>,106900.0,Makanan & Minuman,2
PEMBAYARAN PAM*PDAM - <ID>,358500.0,Tagihan,3
TRF-V PEMBAYARAN PLN*REK - <ID>,341880.0,Tagihan,3
INTERNET WIFI BROADBAND - <ID>,159000.0,Tagihan,3
B3L4NJ4 F4SH10N*M3M0 - <ID>,529470.0,Belanja,0
ISI PULSA/DATA*MEMO - <ID>,512000.0,Tagihan,3
P3MB4Y4R4N PLN*R3K - <ID>,549900.0,Tagihan,3
ASURANSI*AUTO-DEBET - <ID>,721500.0,Tagihan,3
SHOPEEPAY*PROMO - <ID>,477000.0,Belanja,0
TIKET KERETA KAI - <ID>,22200.0,Transport,4
BELANJA ELEKTRONIK*MEMO - <ID>,913530.0,Belanja,0
ASURANSI*AUTO-DEBET - <ID>,172500.0,Tagihan,3
K0P1 K3N4NG4N C4F3 - <ID>,114000.0,Makanan & Minuman,2
1S1 PULS4/D4T4*M3M0 - <ID>,335220.0,Tagihan,3
TRF-V GRABFOOD MEMO - <ID>,139000.0,Makanan & Minuman,2
INTERNET WIFI BROADBAND - <ID>,593850.0,Tagihan,3
KOPI KENANGAN CAFE - <ID>,54100.0,Makanan & Minuman,2
ASURANSI*AUTO-DEBET - <ID>,604100.0,Tagihan,3
CINEMA XXI MOVIE TICKET - <ID>,211000.0,Hiburan,1
BOOKING HOTEL TRAVELOKA - <ID>,24420.0,Transport,4
DISNEY HOTSTAR*MEMO - <ID>,97000.0,Hiburan,1
TOKOPEDIA*MEMO - <ID>,770750.0,Belanja,0
DISNEY HOTSTAR*MEMO - <ID>,108000.0,Hiburan,1
DBT BOOKING HOTEL TRAVELOKA - <ID>,67000.0,Transport,4
INTERNET WIFI BROADBAND - <ID>,608000.0,Tagihan,3
T1K3T P3S4W4T - <ID>,52100.0,Transport,4
GRAB RIDE OVO - <ID>,67000.0,Transport,4
NETFLIX*SUBSCRIPTION - <ID>,46000.0,Hiburan,1
GRABFOOD MEMO - <ID>,65500.0,Makanan & Minuman,2
KOPI KENANGAN CAFE - <ID>,72150.0,Makanan & Minuman,2
TIKET BUS DAMRI - <ID>,55500.0,Transport,4
BELANJA FASHION*MEMO - <ID>,656000.0,Belanja,0
BELANJA FASHION*MEMO - <ID>,681000.0,Belanja,0
TIKET BUS DAMRI - <ID>,83500.0,Transport,4
SHOPEEPAY*PROMO - <ID>,755750.0,Belanja,0
ISI BENSIN PERTAMINA - <ID>,38850.0,Transport,4
B00K1NG H0T3L TR4V3L0K4 - <ID>,34900.0,Transport,4
TRF-V TIKET BUS DAMRI - <ID>,62000.0,Transport,4
TIKET KERETA KAI - <ID>,49750.0,Transport,4
KOPI KENANGAN CAFE - <ID>,62000.0,Makanan & Minuman,2
4SUR4NS1*4UT0-D3B3T - <ID>,796980.0,Tagihan,3
ISI BENSIN PERTAMINA - <ID>,72750.0,Transport,4
INTERNET WIFI BROADBAND - <ID>,729100.0,Tagihan,3
SPOTIFY*PREMIUM - <ID>,44000.0,Hiburan,1
PEMBAYARAN PLN*REK - <ID>,74250.0,Tagihan,3
ISI PULSA/DATA*MEMO - <ID>,652000.0,Tagihan,3
MCDONALDS MEAL PAYMENT - <ID>,62160.0,Makanan & Minuman,2
MAKAN DI RESTORAN - <ID>,84900.0,Makanan & Minuman,2
TRF-V GRAB RIDE OVO - <ID>,60100.0,Transport,4
TIKET BIOSKOP XXI - <ID>,233500.0,Hiburan,1
1K34*M3M0 - <ID>,948000.0,Belanja,0
INTERNET WIFI BROADBAND - <ID>,521000.0,Tagihan,3
ISI BENSIN PERTAMINA - <ID>,28500.0,Transport,4
PEMBAYARAN PAM*PDAM - <ID>,765900.0,Tagihan,3
BELANJA ELEKTRONIK*MEMO - <ID>,774000.0,Belanja,0
TIKET BIOSKOP XXI - <ID>,106750.0,Hiburan,1
K0P1 K3N4NG4N C4F3 - <ID>,62750.0,Makanan & Minuman,2
T1K3T BUS D4MR1 - <ID>,51000.0,Transport,4
ASURANSI*AUTO-DEBET - <ID>,445110.0,Tagihan,3
ISI BENSIN PERTAMINA - <ID>,73750.0,Transport,4
INTERNET WIFI BROADBAND - <ID>,734000.0,Tagihan,3
PEMBAYARAN PAM*PDAM - <ID>,797500.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,72150.0,Tagihan,3
GRAB RIDE OVO - <ID>,92000.0,Transport,4
INTERNET WIFI BROADBAND - <ID>,874680.0,Tagihan,3
M4K4N D1 R3ST0R4N - <ID>,114000.0,Makanan & Minuman,2
TRF-V MIE GACOAN REST - <ID>,67000.0,Makanan & Minuman,2
TRF-V GOPAY GO-RIDE - <ID>,11250.0,Transport,4
DBT SHOPEEPAY*PROMO - <ID>,918100.0,Belanja,0
MIE GACOAN REST - <ID>,46250.0,Makanan & Minuman,2
1K34*M3M0 - <ID>,846250.0,Belanja,0
PEMBAYARAN PAM*PDAM - <ID>,489000.0,Tagihan,3
ISI BENSIN PERTAMINA - <ID>,20750.0,Transport,4
PEMBAYARAN PLN*REK - <ID>,582100.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,381840.0,Tagihan,3
SHOPEEPAY*PROMO - <ID>,185250.0,Belanja,0
SPOTIFY*PREMIUM - <ID>,174270.0,Hiburan,1
SPOTIFY*PREMIUM - <ID>,271100.0,Hiburan,1
AMUSEMENT PARK ENTRANCE - <ID>,251970.0,Hiburan,1
TIKET BUS DAMRI - <ID>,35000.0,Transport,4
MCDONALDS MEAL PAYMENT - <ID>,57000.0,Makanan & Minuman,2
SP0T1FY*PR3M1UM - <ID>,255500.0,Hiburan,1
ASURANSI*AUTO-DEBET - <ID>,166000.0,Tagihan,3
MAKAN DI RESTORAN - <ID>,18900.0,Makanan & Minuman,2
BELANJA ELEKTRONIK*MEMO - <ID>,448250.0,Belanja,0
MAKAN DI RESTORAN - <ID>,149500.0,Makanan & Minuman,2
MIE GACOAN REST - <ID>,50000.0,Makanan & Minuman,2
ISI BENSIN PERTAMINA - <ID>,71040.0,Transport,4
MIE GACOAN REST - <ID>,40900.0,Makanan & Minuman,2
DRV GO-FOOD TRANSAKSI - <ID>,138750.0,Makanan & Minuman,2
MCDONALDS MEAL PAYMENT - <ID>,149000.0,Makanan & Minuman,2
INTERNET WIFI BROADBAND - <ID>,816960.0,Tagihan,3
PEMBAYARAN PLN*REK - <ID>,241000.0,Tagihan,3
B00K1NG H0T3L TR4V3L0K4 - <ID>,69000.0,Transport,4
ISI PULSA/DATA*MEMO - <ID>,711000.0,Tagihan,3
IKEA*MEMO - <ID>,790500.0,Belanja,0
M4K4N D1 R3ST0R4N - <ID>,61000.0,Makanan & Minuman,2
TOKOPEDIA*MEMO - <ID>,405500.0,Belanja,0
SPOTIFY*PREMIUM - <ID>,52000.0,Hiburan,1
GRAB RIDE OVO - <ID>,48100.0,Transport,4
AMUSEMENT PARK ENTRANCE - <ID>,59000.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,577900.0,Tagihan,3
SHOPEEPAY*PROMO - <ID>,179000.0,Belanja,0
1K34*M3M0 - <ID>,863580.0,Belanja,0
PEMBAYARAN PLN*REK - <ID>,71900.0,Tagihan,3
P3MB4Y4R4N P4M*PD4M - <ID>,667100.0,Tagihan,3
KOPI KENANGAN CAFE - <ID>,154290.0,Makanan & Minuman,2
NETFLIX*SUBSCRIPTION - <ID>,49750.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,678500.0,Tagihan,3
DISNEY HOTSTAR*MEMO - <ID>,304140.0,Hiburan,1
DISNEY HOTSTAR*MEMO - <ID>,178900.0,Hiburan,1
TRF-V PEMBAYARAN PLN*REK - <ID>,581000.0,Tagihan,3
SHOPEEPAY*PROMO - <ID>,678210.0,Belanja,0
PEMBAYARAN PAM*PDAM - <ID>,756900.0,Tagihan,3
B3L4NJ4 3L3KTR0N1K*M3M0 - <ID>,460250.0,Belanja,0
SHOPEEPAY*PROMO - <ID>,167500.0,Belanja,0
MCDONALDS MEAL PAYMENT - <ID>,31080.0,Makanan & Minuman,2
GRABFOOD MEMO - <ID>,27750.0,Makanan & Minuman,2
GO-FOOD TRANSAKSI - <ID>,73500.0,Makanan & Minuman,2
CINEMA XXI MOVIE TICKET - <ID>,239750.0,Hiburan,1
PEMBAYARAN PLN*REK - <ID>,327000.0,Tagihan,3
TIKET PESAWAT - <ID>,2827000.0,Transport,4
TIKET KERETA KAI - <ID>,67900.0,Transport,4
AMUSEMENT PARK ENTRANCE - <ID>,83000.0,Hiburan,1
INTERNET WIFI BROADBAND - <ID>,531000.0,Tagihan,3
TIKET BUS DAMRI - <ID>,45000.0,Transport,4
SPOTIFY*PREMIUM - <ID>,296370.0,Hiburan,1
TIKET KERETA KAI - <ID>,18900.0,Transport,4
NETFLIX*SUBSCRIPTION - <ID>,238650.0,Hiburan,1
M-BCA DISNEY HOTSTAR*MEMO - <ID>,262500.0,Hiburan,1
G0-F00D TR4NS4KS1 - <ID>,124320.0,Makanan & Minuman,2
GROCERY INDOMARET - <ID>,107900.0,Makanan & Minuman,2
B3L4NJ4 F4SH10N*M3M0 - <ID>,145000.0,Belanja,0
GRAB RIDE OVO - <ID>,34000.0,Transport,4
SPOTIFY*PREMIUM - <ID>,104500.0,Hiburan,1
TRF-V PEMBAYARAN PLN*REK - <ID>,153500.0,Tagihan,3
TIKET KERETA KAI - <ID>,30250.0,Transport,4
TIKET KERETA KAI - <ID>,59940.0,Transport,4
MCDONALDS MEAL PAYMENT - <ID>,112100.0,Makanan & Minuman,2
DBT GO-FOOD TRANSAKSI - <ID>,149000.0,Makanan & Minuman,2
SH0P33P4Y*PR0M0 - <ID>,919100.0,Belanja,0
NETFLIX*SUBSCRIPTION - <ID>,270000.0,Hiburan,1
DISNEY HOTSTAR*MEMO - <ID>,86900.0,Hiburan,1
GRAB RIDE OVO - <ID>,28000.0,Transport,4
BELANJA ELEKTRONIK*MEMO - <ID>,111250.0,Belanja,0
SHOPEEPAY*PROMO - <ID>,139000.0,Belanja,0
NETFLIX*SUBSCRIPTION - <ID>,98000.0,Hiburan,1
GRABFOOD MEMO - <ID>,127100.0,Makanan & Minuman,2
ASURANSI*AUTO-DEBET - <ID>,139500.0,Tagihan,3
BOOKING HOTEL TRAVELOKA - <ID>,38000.0,Transport,4
T1K3T B10SK0P XX1 - <ID>,83000.0,Hiburan,1
PEMBAYARAN PLN*REK - <ID>,246000.0,Tagihan,3
G0-F00D TR4NS4KS1 - <ID>,36630.0,Makanan & Minuman,2
SHOPEEPAY*PROMO - <ID>,181000.0,Belanja,0
TIKET BUS DAMRI - <ID>,52750.0,Transport,4
AMUSEMENT PARK ENTRANCE - <ID>,268000.0,Hiburan,1
TRF-V SPOTIFY*PREMIUM - <ID>,261000.0,Hiburan,1
DBT BELANJA FASHION*MEMO - <ID>,431000.0,Belanja,0
TIKET PESAWAT - <ID>,3393270.0,Transport,4
GROCERY INDOMARET - <ID>,47000.0,Makanan & Minuman,2
TIKET BUS DAMRI - <ID>,71040.0,Transport,4
B3L4NJ4 3L3KTR0N1K*M3M0 - <ID>,983900.0,Belanja,0
SHOPEEPAY*PROMO - <ID>,688200.0,Belanja,0
ISI PULSA/DATA*MEMO - <ID>,267750.0,Tagihan,3
TIKET KERETA KAI - <ID>,93100.0,Transport,4
SPOTIFY*PREMIUM - <ID>,175500.0,Hiburan,1
DBT DISNEY HOTSTAR*MEMO - <ID>,194000.0,Hiburan,1
DRV NETFLIX*SUBSCRIPTION - <ID>,310800.0,Hiburan,1
PEMBAYARAN PAM*PDAM - <ID>,854700.0,Tagihan,3
B3L4NJ4 F4SH10N*M3M0 - <ID>,525030.0,Belanja,0
G0-F00D TR4NS4KS1 - <ID>,25500.0,Makanan & Minuman,2
PEMBAYARAN PLN*REK - <ID>,192100.0,Tagihan,3
TIKET BIOSKOP XXI - <ID>,220750.0,Hiburan,1
ISI BENSIN PERTAMINA - <ID>,22000.0,Transport,4
